review,sentiment,cleaned_reviews,Cluster
पर्दे पर लगातार दिखने से स्वीकृति बढ़ती है और परफार्मेंस पसंद आ जाए तो स्टारडम में इजाफा होता है।,neutral,परद पर लगतर दखन स सवकत बढत ह और परफरमस पसद आ जए त सटरडम म इजफ हत ह,2
"बतौर  डायरेक्टर  चंदन  प्रभावित  करते  हैं

 सिद्धार्थ  और  अंकुर  विराल  का  लाजवाब  अभिनय।",neutral,"बतर  डयरकटर  चदन  परभवत  करत  ह

 सदधरथ  और  अकर  वरल  क  लजवब  अभनय",2
अंशुमन झा और सुरुचि औलख ने अपने किरदारों के साथ न्याय किया है।,neutral,अशमन झ और सरच औलख न अपन करदर क सथ नयय कय ह,2
दोनों मजहबों के कट्टरपंथियों के डबल रोल में वे निर्देशक की सोच रख सके हैं।,neutral,दन मजहब क कटटरपथय क डबल रल म व नरदशक क सच रख सक ह,2
उन्होंने जलील के किरदार को संयत तरीके से निभाया है।,neutral,उनहन जलल क करदर क सयत तरक स नभय ह,2
इस बीच मीरा के कहने पर गौतम को सबक सिखाने के लिए वेरोनिका उसकी चाल ही उस पर आजमाती है।,neutral,इस बच मर क कहन पर गतम क सबक सखन क लए वरनक उसक चल ह उस पर आजमत ह,2
इसका श्रेय लेख-निर्देशक को भी मिलना चाहिए कि उन्होंने इस एडल्ट कॉमेडी को द्विअर्थी संवादों से बचाया है।,neutral,इसक शरय लखनरदशक क भ मलन चहए क उनहन इस एडलट कमड क दवअरथ सवद स बचय ह,2
"अभिनय की बात की जाए, तो सोनम कपूर अपने अंदाज में सही दिखी हैं।",neutral,अभनय क बत क जए त सनम कपर अपन अदज म सह दख ह,2
रोर' में सूफी (आरन चौधरी) और वीरा (सुब्रत दत्‍ता) ही अपने किरदारों के साथ न्याय कर सके हैं।,neutral,रर म सफ आरन चधर और वर सबरत दतत ह अपन करदर क सथ नयय कर सक ह,2
अपने तेवर के साथ प्यार का इजहार करना है।,neutral,अपन तवर क सथ पयर क इजहर करन ह,2
तुम बिन की सफलता के बाद प्रियांशु चटर्जी की प्रतिभा का हिंदी सिनेमा में बेहतर उपयोग किया ही नहीं।,neutral,तम बन क सफलत क बद परयश चटरज क परतभ क हद सनम म बहतर उपयग कय ह नह,2
दोनों ने अपनी भूमिकाओं को उनके चरित्र के अनुरूप निभाया है।,neutral,दन न अपन भमकओ क उनक चरतर क अनरप नभय ह,2
"फिल्म में नौशीन पूरी तरह से छाई हुई हैं। इंटरवल तक वह काफी लो प्रोफाइल रहकर अपने रोल में फिट होने की कोशिश करती नजर आती है , तो इंटरवल के बाद उनका रोल सबसे ज्यादा उभरकर नजर आता है।",neutral,फलम म नशन पर तरह स छई हई ह इटरवल तक वह कफ ल परफइल रहकर अपन रल म फट हन क कशश करत नजर आत ह  त इटरवल क बद उनक रल सबस जयद उभरकर नजर आत ह,2
"यह स्थिति दोनों ही के लिए बड़ी दुर्भाग्यपूर्ण होती है, जिसमें देखने वाले दर्शक और काम करने वाले कलाकार शामिल होते हैं।",neutral,यह सथत दन ह क लए बड दरभगयपरण हत ह जसम दखन वल दरशक और कम करन वल कलकर शमल हत ह,2
अन्य कलाकारों में अश्विनी कालसेकर याद रह जाती हैं।,neutral,अनय कलकर म अशवन कलसकर यद रह जत ह,2
"उनकेडांस में स्फूर्ति, गति और लयात्मकता है।",neutral,उनकडस म सफरत गत और लयतमकत ह,2
निक  की प्रेमिका राधिका को उनकी करतूतों का पता चलता है तो वह स्वाभाविक तौर पर नाराज होती है और नारी अस्मिता और दर्प से जुड़े कुछ सवाल भी पूछ बैठती है।,neutral,नक  क परमक रधक क उनक करतत क पत चलत ह त वह सवभवक तर पर नरज हत ह और नर असमत और दरप स जड कछ सवल भ पछ बठत ह,2
किक' में सलमान खान पूरे फॉर्म में हैं।,neutral,कक म सलमन खन पर फरम म ह,2
अपनी बीवी और बेटी-बेटे के साथ वे सुखी और सानंद दिखते हैं।,neutral,अपन बव और बटबट क सथ व सख और सनद दखत ह,2
"मसलन, एक अकेली महिला और उसकी बेटी।",neutral,मसलन एक अकल महल और उसक बट,2
"आखिरकार पूरी कहानी जुड़ती है तो हम ठगा महसूस करते हैं, क्योंकि एक रोचक विषय को अयोग्य लेखन और निर्देशन से अरुचिकर बना दिया गया है।",neutral,आखरकर पर कहन जड़त ह त हम ठग महसस करत ह कयक एक रचक वषय क अयगय लखन और नरदशन स अरचकर बन दय गय ह,2
"विक्की और आवसिमा का प्रेम महानगरीय भागदौड़ में बैंक, बस स्टॉप, सड़क और सूने मैदान के सामने गाड़ी से टिक कर बतियाते हुए होती है।",neutral,वकक और आवसम क परम महनगरय भगदड म बक बस सटप सडक और सन मदन क समन गड स टक कर बतयत हए हत ह,2
सूरज शातिर और बदमाश है।,neutral,सरज शतर और बदमश ह,2
अर्जुन रामपाल और रणबीर कपूर समर्थ अभिनेता हैं।,neutral,अरजन रमपल और रणबर कपर समरथ अभनत ह,2
उनकी हंसी की धार सूख और मुरझा चुकी है।,neutral,उनक हस क धर सख और मरझ चक ह,2
डांस के गुरू के तौर उन्हें कुछ सीन मिल सकते थे।,neutral,डस क गर क तर उनह कछ सन मल सकत थ,2
यह वीर्यदान संबंधी भ्रांतियों और पूर्वाग्रह को अप्रत्यक्ष तरीके से खत्म करती है।,neutral,यह वरयदन सबध भरतय और परवगरह क अपरतयकष तरक स खतम करत ह,2
जॉनी लीवर अभिनय की अपनी आदतों से इस भिन्न किरदार में भी बाज नहीं आते।,neutral,जन लवर अभनय क अपन आदत स इस भनन करदर म भ बज नह आत,2
उम्र बढ़ने के साथ 16 थप्पड़ों के बाद भी कुंदन उसे रिझा नहीं पाता तो भावावेश में उसके सामने कलाई काट लेता है।,neutral,उमर बढन क सथ  थपपड़ क बद भ कदन उस रझ नह पत त भववश म उसक समन कलई कट लत ह,2
धर्मपाल मुसलमानों को लेकर हमेशा खफा रहते हैं।,neutral,धरमपल मसलमन क लकर हमश खफ रहत ह,2
फिर भी निर्देशक अमित रवींद्रनाथ शर्मा की प्रस्तुति रोचक है।,neutral,फर भ नरदशक अमत रवदरनथ शरम क परसतत रचक ह,2
सिनेमा समकालीन यथार्थ का चित्रण भी है ताकि हम अपने समय को समझ सकें।,neutral,सनम समकलन यथरथ क चतरण भ ह तक हम अपन समय क समझ सक,2
"तीनों कलाकारों से निर्देशक लगातार ओछी, फूहड़ और निम्नस्तरीय हरकतें करवाते हैं।",neutral,तन कलकर स नरदशक लगतर ओछ फहड़ और नमनसतरय हरकत करवत ह,2
कुंदन अपनी जोया के लिए किसी हद तक जा सकता है।,neutral,कदन अपन जय क लए कस हद तक ज सकत ह,2
वेरोनिका और मीरा साथ रहने लगते हैं।,neutral,वरनक और मर सथ रहन लगत ह,2
इस लिहाज से नायक वर्तमान समाज में प्यार में तपा कुंदन है।,neutral,इस लहज स नयक वरतमन समज म पयर म तप कदन ह,2
"कालिया, सूरमा भोपाली, जेलर, नाई, राम लाल, मौसी, अहमद आदि भी अपनी पहचान छोड़ जाते हैं।",neutral,कलय सरम भपल जलर नई रम लल मस अहमद आद भ अपन पहचन छड़ जत ह,2
वहां से आगे की पढ़ाई के लिए वह जेएनयू चली जाती है।,neutral,वह स आग क पढई क लए वह जएनय चल जत ह,2
उन्हें भ्रम है कि वे मनमोहन देसाई की परंपरा को आगे बढ़ा रहे हैं।,neutral,उनह भरम ह क व मनमहन दसई क परपर क आग बढ रह ह,2
घनचक्कर' 21वीं सदी की न्यू एज कामेडी है।,neutral,घनचककर व सद क नय एज कमड ह,2
यह जेल देखने में तो अमेरिका के ही किसी ग्रामीण इलाके में स्थित लगती है लेकिन दरअसल इस जेल के सारे दृश्य हिंदुस्तान में फिल्माए गए हैं।,neutral,यह जल दखन म त अमरक क ह कस गरमण इलक म सथत लगत ह लकन दरअसल इस जल क सर दशय हदसतन म फलमए गए ह,2
रानी ने शिवानी के किरदार को मर्दानी बनाने में जी-तोड़ मेहनत की है।,neutral,रन न शवन क करदर क मरदन बनन म जतड महनत क ह,2
निर्देशक शूजित सरकार ने रोचक और रसीले तरीके से पंजाबी मुंडा और बंगाली लड़की के प्रेमकहानी के बैकड्रॉप में स्वमे डोनेशन (वीर्यदान) का परिप्रेक्ष्य रखा है।,neutral,नरदशक शजत सरकर न रचक और रसल तरक स पजब मड और बगल लडक क परमकहन क बकडरप म सवम डनशन वरयदन क परपरकषय रख ह,2
वे सुंदर दिखी हैं।,neutral,व सदर दख ह,2
मंजुनाथ की शीर्षक भूमिका में सशो सतीश सारथी का चयन उल्लेखनीय है।,neutral,मजनथ क शरषक भमक म सश सतश सरथ क चयन उललखनय ह,2
जन्नत के संगीतकार प्रीतम को तो जैसे युवाओं की पसंद का पासवर्ड मिल गया हो,neutral,जननत क सगतकर परतम क त जस यवओ क पसद क पसवरड मल गय ह,2
कहानी के निर्वाह और चित्रण में दिबाकर की तल्लीनता अतिरिक्त विस्तार ले लेती है।,neutral,कहन क नरवह और चतरण म दबकर क तललनत अतरकत वसतर ल लत ह,2
रघु उसके साथी की तलाश की युक्ति में जुट जाता है।,neutral,रघ उसक सथ क तलश क यकत म जट जत ह,2
बैंक मैनेजर थडानी अपनी सेक्रेटरी के साथ खुद उसके घर पहुंचता  है।,neutral,बक मनजर थडन अपन सकरटर क सथ खद उसक घर पहचत  ह,2
उन्हें इमरान हाशमी और विद्या बालन का भरपूर सहयोग मिला है।,neutral,उनह इमरन हशम और वदय बलन क भरपर सहयग मल ह,2
पल्लवी शारदा कुशल नृत्यांगना हैं।,neutral,पललव शरद कशल नतयगन ह,2
अर्जुंन रामपाल की दाढ़ी चिपकाई हुई दिखती है।,neutral,अरजन रमपल क दढ चपकई हई दखत ह,2
शास्त्री के रूप में मिथुन चक्रवर्ती कृत्रिम और बनावटी लगते हैं।,neutral,शसतर क रप म मथन चकरवरत कतरम और बनवट लगत ह,2
यह बदले में आए बदलाव की भी कहानी है।,neutral,यह बदल म आए बदलव क भ कहन ह,2
वे ब्योमकेश का पूरा साथ देते हैं।,neutral,व बयमकश क पर सथ दत ह,2
उनके लिए कुछ बचा ही नहीं था।,neutral,उनक लए कछ बच ह नह थ,2
वह अपने उद्देश्य में सफल भी रहती है।,neutral,वह अपन उददशय म सफल भ रहत ह,2
पांचों महिला किरदारों ने अपनी भूमिकाओं को संजीदगी से निभाया है।,neutral,पच महल करदर न अपन भमकओ क सजदग स नभय ह,2
"लायक की रिहाई, दूसरे साथी की पहचान और रघु की पूरी होती दिखती रंजिश के साथ घटनाएं तेज हो जाती हैं।",neutral,लयक क रहई दसर सथ क पहचन और रघ क पर हत दखत रजश क सथ घटनए तज ह जत ह,2
किशोरी जोया उसके भावातिरेक को समझ नहीं पाती।,neutral,कशर जय उसक भवतरक क समझ नह पत,2
"यह वही भाषा है, जो शहरों में हिंग्लिश के रूप में विकसित हुई है।",neutral,यह वह भष ह ज शहर म हगलश क रप म वकसत हई ह,2
राजा रवि वर्मा केरल के चित्रकार थे।,neutral,रज रव वरम करल क चतरकर थ,2
रोहित शेट्टी के असिस्टेंट रहे आशीष आर. मोहन ने अपने उस्ताद के नक्श-ए-कदम पर चलने की सफल कोशिश की है।,neutral,रहत शटट क अससटट रह आशष आर महन न अपन उसतद क नकशएकदम पर चलन क सफल कशश क ह,2
इस हफ्ते अनुराग कश्यप की ‘बॉम्बे वेल्वेट’ हिंदी सिनेमा के दूसरे आयाम को छूती है।,neutral,इस हफत अनरग कशयप क बमब वलवट हद सनम क दसर आयम क छत ह,2
गट्टू को चाचा की मार से फर्क नहीं पड़ता।,neutral,गटट क चच क मर स फरक नह पडत,2
"उच्छृंखल स्वभाव के बिट्टू में बैंड बाजा बारात के बिटटू की झलक दिख सकती है, लेकिन ऐसे युवकों का यही चरित्र और व्यवहार होता है।",neutral,उचछखल सवभव क बटट म बड बज बरत क बटट क झलक दख सकत ह लकन ऐस यवक क यह चरतर और वयवहर हत ह,2
"यह नए किस्म का चरित्रांकन है, जहां औरत पवित्रता की मू‌िर्त्त भर नहीं है",neutral,यह नए कसम क चरतरकन ह जह औरत पवतरत क मरतत भर नह ह,2
पुरानी 'शोले' का रोमांच गाढ़ा हो जाता है।,neutral,परन शल क रमच गढ ह जत ह,2
संवाद लेखक अनुराग कश्यप का योगदान सराहनीय है।,neutral,सवद लखक अनरग कशयप क यगदन सरहनय ह,2
यही वजह है कि सिर्फ तीन शब्द 'पूरे पचास हजार' बोलने के बावजूद सांभा दर्शकों को याद रहा।,neutral,यह वजह ह क सरफ तन शबद पर पचस हजर बलन क बवजद सभ दरशक क यद रह,2
निर्देशक ने सतीश सारथी ने चरित्रांकन में संयम और सादगी से काम लिया है।,neutral,नरदशक न सतश सरथ न चरतरकन म सयम और सदग स कम लय ह,2
इस रोल के लिए बिग बी को छोड़कर और किसी के बारे में सोचा तक नहीं जा सकता।,neutral,इस रल क लए बग ब क छडकर और कस क बर म सच तक नह ज सकत,2
क्लाइमेक्स भी बेवजह खींचा गया महसूस होता है।,neutral,कलइमकस भ बवजह खच गय महसस हत ह,2
सलमान खान खुद को इस तरह दोहराते रहेंगे तो जल्दी ही दर्शक उनका स्वागत करना बंद कर देंगे।,neutral,सलमन खन खद क इस तरह दहरत रहग त जलद ह दरशक उनक सवगत करन बद कर दग,2
एनीमेशन में परिचित कलाकारों को कॉस्ट्यूम में देखना आंखें को नहीं रमता।,neutral,एनमशन म परचत कलकर क कसटयम म दखन आख क नह रमत,2
उनकी मौजूदगी से ऊर्जा का संचार होता है,neutral,उनक मजदग स ऊरज क सचर हत ह,2
इस जिंदगी में तर्क और कारण न खोजें।,neutral,इस जदग म तरक और करण न खज,2
सरफराज की छोटी भूमिका में आए सुशांत सिंह राजपूत में आकर्षण है।,neutral,सरफरज क छट भमक म आए सशत सह रजपत म आकरषण ह,2
गौतम कपूर आशिक मिजाज लड़का है।,neutral,गतम कपर आशक मजज लडक ह,2
करण अंशुमान ने ‘बैंगिस्तान’ में सार्थक प्रहसन रचा है।,neutral,करण अशमन न बगसतन म सरथक परहसन रच ह,2
श्रीदेवी इसमें रूप से ज्यादा काम से खूबसूरत दिखी हैं।,neutral,शरदव इसम रप स जयद कम स खबसरत दख ह,2
ऐसी ही एक कोशिश में सिद्धार्थ और काव्या के बीच ठन जाती है।,neutral,ऐस ह एक कशश म सदधरथ और कवय क बच ठन जत ह,2
नीरज पांडे की 'ए वेडनसडे' के मूल निर्माता अंजुम रिजवी ही थे।,neutral,नरज पड क ए वडनसड क मल नरमत अजम रजव ह थ,2
"स्लम  बस्ती  में  रहने  वाले  कैरम  चैंपियन  सूर्या  के  अंदर  छिपी  टीस  और  आक्रोश  को  समाए  युवक  के  रोल  में  सिद्धार्थ  खूब  जमे 

द्म  प्रिया  के  हिस्से  में  चंद  सीन  आए  और  पद्म  उनमें  जमी हैं।

 जाएद  के  रोल  में  अंकुर  विराल  पूरी  फिल्म  में  छाए  रहे।",neutral,"सलम  बसत  म  रहन  वल  करम  चपयन  सरय  क  अदर  छप  टस  और  आकरश  क  समए  यवक  क  रल  म  सदधरथ  खब  जम 

दम  परय  क  हसस  म  चद  सन  आए  और  पदम  उनम  जम ह

 जएद  क  रल  म  अकर  वरल  पर  फलम  म  छए  रह",2
इस बार उनका इस्तेमाल वही जादू नहीं पैदा कर पाता।,neutral,इस बर उनक इसतमल वह जद नह पद कर पत,2
आत्ममुग्ध होने पर ऐसा होता है।,neutral,आतममगध हन पर ऐस हत ह,2
उनके चरित्र को गढ़ने में लेखक-निर्देशक ने मेहनत भी की है।,neutral,उनक चरतर क गढन म लखकनरदशक न महनत भ क ह,2
"कड़ी से कड़ी जुड़ती जाती है, लेकिन वह किसी हार का रूप नहीं लेती है।",neutral,कड़ स कड़ जड़त जत ह लकन वह कस हर क रप नह लत ह,2
अपनी फोटोग्राफी के दौरान वह सफेद बाघ के एक शावक को बचाता है।,neutral,अपन फटगरफ क दरन वह सफद बघ क एक शवक क बचत ह,2
"अन्य भूमिकाओं में राजपाल यादव, असरानी, यशपाल शर्मा आदि समुचित सहयोग करते हैं।",neutral,अनय भमकओ म रजपल यदव असरन यशपल शरम आद समचत सहयग करत ह,2
हिम्मतवाला' के रीमेक की साजिद खान की लस्त-पस्त कोशिश के बाद डेविड धवन की रीमेक 'चश्मेबद्दूर' से अधिक उम्मीद नहीं थी।,neutral,हममतवल क रमक क सजद खन क लसतपसत कशश क बद डवड धवन क रमक चशमबददर स अधक उममद नह थ,2
संयोग से सुब्रत दत्ता भी एनएसडी के हैं।,neutral,सयग स सबरत दतत भ एनएसड क ह,2
गोवा में ब्लडी कमीना उर्फ रिकी बहल की खोज का प्रसंग लंबा और ऊबाऊ है।,neutral,गव म बलड कमन उरफ रक बहल क खज क परसग लब और ऊबऊ ह,2
"देवी और डेविल की हरकतों में कई बार लॉजिक की परवाह नहीं की गई है, लेकिन क्या सलमान खान के प्रशंसक इन पर गौर करते हैं?",neutral,दव और डवल क हरकत म कई बर लजक क परवह नह क गई ह लकन कय सलमन खन क परशसक इन पर गर करत ह,2
धनुष ने अपने किरदार से अमिताभ बच्चन की बुलंद आवाज और चेहरे पर हाव-भाव को ठीक-ठाक तौर पर कैरी किया है।,neutral,धनष न अपन करदर स अमतभ बचचन क बलद आवज और चहर पर हवभव क ठकठक तर पर कर कय ह,2
डबल रोल सभी के वश की बात नहीं होती।,neutral,डबल रल सभ क वश क बत नह हत,2
ग्लोबल समय में आर्थिक समृद्धि और अच्छे दिनों के दौर में तीनों मॉरीशस जाते हैं।,neutral,गलबल समय म आरथक समदध और अचछ दन क दर म तन मरशस जत ह,2
"उन्होंने बिट्टू बॉस को पंजाब में दिखाया है, लेकिन ऐसे बिट्टू देश के हर कोने में दिख जाते हैं।",neutral,उनहन बटट बस क पजब म दखय ह लकन ऐस बटट दश क हर कन म दख जत ह,2
एनआरआई शादी के फरेब में फंसी मीरा पति से मिलने लंदन पहुंचती है।,neutral,एनआरआई शद क फरब म फस मर पत स मलन लदन पहचत ह,2
"उनकी मेहनत, लगन और प्रतिभा नजर आती है।",neutral,उनक महनत लगन और परतभ नजर आत ह,2
कहानी के हिसाब से लोकेशन एकदम फिट बैठती है,neutral,कहन क हसब स लकशन एकदम फट बठत ह,2
फिल्म में नवीनता इतनी है कि चुलबुल पांडे के अपने पिता प्रजापति पांडे और भाई मक्खीचंद से मधुर और आत्मीय रिश्ते हो गए हैं।,neutral,फलम म नवनत इतन ह क चलबल पड क अपन पत परजपत पड और भई मकखचद स मधर और आतमय रशत ह गए ह,2
कुछ दृश्यों में वे अवश्य लड़खड़ा गए हैं।,neutral,कछ दशय म व अवशय लडखड गए ह,2
इस काम में बैटमैन के साथ मॉर्गन फ्रीमैन और पुलिस कमिश्नर गैरी ओल्डमैन भी रहते हैं।,neutral,इस कम म बटमन क सथ मरगन फरमन और पलस कमशनर गर ओलडमन भ रहत ह,2
वह किरदारों का विरेचन करता है और आखिरकार दर्शक के सौंदर्य बोध को उष्मा देता है।,neutral,वह करदर क वरचन करत ह और आखरकर दरशक क सदरय बध क उषम दत ह,2
कहानी में थ्रिल बरकरार रखने के लिए कई बेवजह के किरदार और दृश्य जोड़े गए हैं जो अप्रासगिक हैं।,neutral,कहन म थरल बरकरर रखन क लए कई बवजह क करदर और दशय जड़ गए ह ज अपरसगक ह,2
यह प्रतिनायक और नायिका की हेट स्टोरी है।,neutral,यह परतनयक और नयक क हट सटर ह,2
थोड़ा खिंच भी जाता है।,neutral,थड खच भ जत ह,2
संतोष का हुनर यहां अपने चरम पर है।,neutral,सतष क हनर यह अपन चरम पर ह,2
मुझे डांस के साथ कहानी भी दिखाओ।,neutral,मझ डस क सथ कहन भ दखओ,2
नाम होता है मोनागन।,neutral,नम हत ह मनगन,2
उन्होंने मुंबई आकर कला के क्षेत्र में काफी काम किया।,neutral,उनहन मबई आकर कल क कषतर म कफ कम कय,2
अन्य दिक्कते भी हैं।,neutral,अनय दककत भ ह,2
अमिता पाठक के अभिनय की सीमाएं हैं।,neutral,अमत पठक क अभनय क समए ह,2
